,state,ref_year,enrolled,total_revenue,federal_revenue,state_revenue,local_revenue,total_expenditure,instruction_expenditure,support_services_expenditure,other_expenditure,capital_outlay_expenditure,total_expenditure_per_student,instruction_expenditure_per_student,support_expenditure_per_student,7yr_avg_total_per_student,7yr_avg_instruction_per_student,7yr_avg_support_per_student
664,Alaska,2005,132568.0,1599739,302846,878731,418162,1751718,829666,559084,55782.0,268700,13.213731820650533,6.258418321163479,4.217337517349587,13.553676592590667,6.502930132751908,4.393707300520836
715,Alaska,2006,132893.0,1625138,289855,918976,416307,1817656,871434,601197,58037.0,236931,13.677590241773457,6.557410849329912,4.523917738330837,14.546220743369533,6.939628308311747,4.78615588819919
766,Alaska,2007,132197.0,1800616,282270,1052357,465989,1938755,927307,645857,60699.0,257723,14.665650506441144,7.014584294651165,4.8855647253719825,15.401177040236291,7.374711248779255,5.167217179435623
817,Alaska,2008,130624.0,2188587,303399,1419318,465870,2274819,1113396,740000,65654.0,307512,17.415015617344437,8.523670994610486,5.665115139637432,16.284731649631105,7.861113082738248,5.586942718616137
868,Alaska,2009,130236.0,2158970,312667,1357747,488556,2396412,1129756,832783,70835.0,303165,18.40053441444762,8.674682883380939,6.39441475475291,17.10988956044107,8.338870140848696,6.019156889646495
919,Alaska,2010,131265.0,2230338,366970,1356673,506695,2371251,1151630,856333,71634.0,229874,18.0646097588847,8.77332114425018,6.523696339465966,18.061163340395098,8.845640742241722,6.443504534482605
970,Alaska,2011,131704.0,2357828,420152,1416163,521513,2443898,1215062,908567,81031.0,180137,18.55598918787584,9.22570309178157,6.89855281540424,18.950461501469764,9.317070934160865,6.821154417237585
1021,Alaska,2012,130771.0,2383402,352005,1507913,523484,2483320,1255757,947153,82607.0,145219,18.989837196320284,9.602717727936621,7.242836714562097,19.705680512984348,9.721423020232097,7.179629504141344
1072,Alaska,2013,131091.0,2545117,320938,1707449,516730,2665933,1324649,982442,87165.0,248505,20.336506701451665,10.104805059081096,7.4943512521835975,19.90557117042162,9.83199966551321,7.327109677556458
1123,Alaska,2014,130539.0,2663647,309525,1824373,529749,2727056,1346457,982843,86314.0,269107,20.890737633963795,10.31459563808517,7.529113904656846,20.212398072344442,10.008446085723715,7.461011900571541
1174,Alaska,2015,130755.0,2920986,344111,2026555,550320,2968341,1484610,1068849,92766.0,281914,22.701548697946542,11.354135597109098,8.174440747963748,20.543679849238163,10.164994684512145,7.573503717605002
1225,Alaska,2016,132477.0,2494691,307320,1613675,573696,2623014,1251738,983877,91536.0,255041,19.799769016508527,9.44871940034874,7.426775968658711,20.932140512467633,10.305563923656026,7.656170468365726
2,Arizona,1992,,3258079,297888,1369815,1590376,3401580,1435908,1007732,,609114,,,,5.415157969571251,2.3593823222924493,1.5022239697978066
53,Arizona,1993,676297.0,3427976,318465,1415407,1694104,3623946,1578889,1000914,164083.0,680139,5.35851260614789,2.334608907033448,1.4799917787599235,5.497115867266593,2.377635739863661,1.5167849019221316
104,Arizona,1994,708482.0,3566586,348847,1478372,1739367,3803379,1652311,1054136,183778.0,696618,5.36834951346682,2.332184868493483,1.4878797203034093,5.529043261484596,2.406874070123388,1.5330689919452851
155,Arizona,1995,735018.0,3815218,376437,1669173,1769608,4056279,1772388,1131046,226507.0,710135,5.518611789099042,2.411353191350416,1.5388004103300872,5.599166744235422,2.444617847172842,1.5536663614212152
206,Arizona,1996,764681.0,4143304,378917,1798363,1966024,4391555,1860007,1193260,220650.0,877190,5.742989560352617,2.432395992577297,1.560467698295106,5.689333663780691,2.4941969591341016,1.5820378033253455
257,Arizona,1997,783552.0,4343262,405291,1907516,2030455,4432360,1977550,1252277,265183.0,678793,5.656752838356612,2.523827391162297,1.5982053520378992,5.870102224209718,2.5970567810282605,1.6464983510771378
308,Arizona,1998,794331.0,4675296,470398,2000801,2204097,4726098,2091741,1315931,279785.0,759108,5.949784157989553,2.633336732420112,1.6566532088008652,6.106221495775372,2.6985840552225966,1.72533766729974
359,Arizona,1999,814157.0,5085826,495708,2259753,2330365,5072471,2272859,1426620,264903.0,871345,6.230335181052303,2.7916716309016567,1.752266454750128,6.31802654148696,2.796085538151209,1.810281622657287
410,Arizona,2000,814807.0,5479168,534619,2481089,2463460,5397194,2488932,1573568,270671.0,768425,6.623892529151075,3.05462766029256,1.9312156130224702,6.511395262361106,2.9074657778399353,1.9080074380236105
461,Arizona,2001,834387.0,5916342,580043,2729793,2606506,5858385,2538936,1701945,269157.0,1035457,7.021184414426399,3.0428757878538377,2.039754933861625,6.776591358501859,3.0610946683503286,2.0170331691641326
512,Arizona,2002,859588.0,6192222,619869,2825228,2747125,6018188,2659448,1833852,286945.0,966925,7.001247109080164,3.0938635718507004,2.1334080978329153,7.0349706099792515,3.2166088683798435,2.1321135767590005
563,Arizona,2003,875111.0,6529894,740579,2912629,2876686,6210287,2810907,1964229,303924.0,864642,7.096570606471636,3.2120576703983836,2.244548405859371,7.34147560350578,3.3809213485494376,2.2492141233356997
614,Arizona,2004,895927.0,7117923,835464,3181009,3101450,6731212,3224647,2115629,332228.0,829146,7.513125511341884,3.599229624735051,2.361385470021553,7.67807026530529,3.5304535781038724,2.364604583420001
665,Arizona,2005,919875.0,7550109,897553,3320196,3332360,7136794,3423716,2264931,351097.0,861286,7.758438918331295,3.7219361326267157,2.462216061964941,8.061348628428702,3.7109426367309446,2.4897624665753173
716,Arizona,2006,947266.0,8084068,963600,3635388,3485080,7934177,3733989,2436340,392902.0,1143569,8.375870135738008,3.9418589920888114,2.571970280787023,8.455874828814212,3.8944428830291526,2.61935826687819
767,Arizona,2007,969875.0,8724434,953861,4204089,3566484,8709531,3977800,2656438,403069.0,1436673,8.980055161747648,4.101353267173605,2.738948833612579,8.74874542372317,4.061728808237198,2.736022151618246
818,Arizona,2008,987332.0,9272152,989340,4458836,3823976,9581201,4251747,2878922,443634.0,1571620,9.704132956290286,4.306299198243346,2.9158601159488398,8.97493180316216,4.147881218943831,2.841652744909524
869,Arizona,2009,981303.0,8802515,1044140,3806064,3952311,9580393,4296503,2983729,455403.0,1312659,9.762930511778727,4.378365295938155,3.0405786999530218,9.087140953683633,4.209821375351437,2.9227695639401863
920,Arizona,2010,963517.0,8828122,1579806,3139588,4108728,8812967,4223152,2949514,400773.0,713810,9.146664770834349,4.3830591468547,3.0611955990397677,9.043574493277344,4.226799304147859,2.9563933440077825
971,Arizona,2011,946571.0,8429186,1245814,3054501,4128871,8610417,3977772,2935127,350633.0,741124,9.096430167414805,4.202296499681482,3.1007996230604995,8.988009899875365,4.2315129814746815,2.9976654468896853
1022,Arizona,2012,942738.0,7934798,1050228,2845535,4039035,8054662,3917564,2856528,360929.0,699033,8.54390297198161,4.155517227479957,3.030033795179573,8.79638153048184,4.19780078261811,3.0165261035627045
1073,Arizona,2013,941726.0,8164324,1178356,2934165,4051803,7600581,3824071,2643742,368750.0,558466,8.070904912893983,4.060704493663762,2.8073367412601966,8.617741531777733,4.161890419595752,3.0257040593289433
1124,Arizona,2014,943937.0,8361708,1102980,3182285,4076443,8109460,3902565,2858103,461316.0,678228,8.591103007933793,4.13434900846137,3.027853553785899,8.529587658601631,4.125028965052594,3.0197888027104725
1175,Arizona,2015,944978.0,8230507,1093834,3232013,3904660,7902600,3846357,2880184,478876.0,497662,8.36273437053561,4.070313806247341,3.047884712659977,8.416219156838997,4.109575458126816,3.0035866386404666
1226,Arizona,2016,938274.0,8503034,1160908,3440726,3901400,7987011,3872250,2913176,490641.0,528694,8.512450520849987,4.126992754781652,3.1048243903166877,8.384298203053342,4.0980900157885305,2.9969748495056905
3,Arkansas,1992,,1711959,178571,958785,574603,1743022,964323,483488,,145212,,,,4.618602141895583,2.6095586000496724,1.2892181083461656
54,Arkansas,1993,311432.0,1346909,128196,771079,447634,1376067,782791,386526,68617.0,97824,4.418515117264764,2.5135214107734596,1.2411248683500733,4.732082260176211,2.6550357306345953,1.3180375426909996
105,Arkansas,1994,312695.0,1393287,132108,810396,450783,1445984,816270,403608,75434.0,105349,4.624263259725931,2.610435088504773,1.2907401781288477,4.826226080493155,2.688904423309117,1.3463029801961934
156,Arkansas,1995,447757.0,2057550,197556,1244457,615537,2155067,1211057,598109,119934.0,160693,4.813028048696056,2.7047193008707846,1.3357892785595757,4.948044473716467,2.7402230319583656,1.3891157405372168
207,Arkansas,1996,452907.0,2183384,192152,1296247,694985,2297381,1264275,636106,127007.0,203555,5.072522615018094,2.791467122389365,1.4044958457255021,5.079018977614752,2.7989847478561662,1.4333654130032996
258,Arkansas,1997,457349.0,2355859,218137,1387107,750615,2379496,1291727,667439,158337.0,192204,5.2028013617609306,2.8243791940072023,1.4593647302169679,5.298256235428551,2.9252057531728335,1.5109548849437267
309,Arkansas,1998,456355.0,2567380,226475,1505419,835486,2536027,1367612,731619,170279.0,192590,5.557136439833025,2.9968160752046105,1.6031795422423332,5.575327221934605,3.0659330664240083,1.605237675671974
360,Arkansas,1999,451981.0,2684966,232382,2001992,450592,2650808,1424443,767854,177666.0,196954,5.864866001004467,3.151555043242968,1.6988634477997968,5.869726433105027,3.219486206644355,1.7039053032369236
411,Arkansas,2000,450751.0,2844855,254735,2126099,464021,2683400,1531232,804253,138220.0,146666,5.953175921961349,3.397068447990132,1.784251171933063,6.1741790172671225,3.3820043012814276,1.8119159379410241
462,Arkansas,2001,449693.0,2974588,274406,2135281,564901,2951677,1616883,877225,153300.0,235346,6.563760165268305,3.595526281262995,1.950719713226579,6.545944280730747,3.5655595127820745,1.9298802349578421
513,Arkansas,2002,449161.0,3147921,331069,2334551,482301,3087453,1697645,910208,165003.0,239177,6.873822526889022,3.7795912824132105,2.0264626715142233,6.989696871491621,3.7930113071980602,2.0640238957942736
564,Arkansas,2003,450158.0,3241275,379947,2394336,466992,3242799,1768713,972598,170767.0,247245,7.2036907041527645,3.929093784848875,2.1605702886542058,7.464897465921774,4.027686640618645,2.2135570026841385
615,Arkansas,2004,453491.0,3385818,423001,2430731,532086,3539569,1863515,1036279,182711.0,362154,7.805158206006293,4.109265674511732,2.2851148093346945,8.05324722749132,4.246166657392569,2.373682203597959
666,Arkansas,2005,461667.0,3978240,447012,2995788,535440,3999608,2118580,1173643,200865.0,393713,8.663404575159152,4.588978636116508,2.5421851680973515,8.532022584840943,4.449191763303831,2.5337096994454655
717,Arkansas,2006,472609.0,4247664,482038,3108910,656716,4343877,2265821,1297593,211065.0,449548,9.191270162015535,4.794282377187062,2.7455951960288525,9.060861223814943,4.637344820513379,2.6936906507400478
768,Arkansas,2007,474532.0,4415981,483689,3319030,613262,4779308,2337748,1378576,450454.0,470562,10.071624252948167,4.926428565407601,2.905127578329807,9.692389412534952,4.834564472912177,2.8650606385265673
819,Arkansas,2008,476110.0,4608356,488378,3487063,632915,4720720,2388502,1462092,248189.0,463449,9.915187666715674,5.016702022641827,3.070912184159123,10.280483226710658,5.016346567853555,3.0359887881304934
870,Arkansas,2009,474423.0,4753142,534510,3530487,688145,5017352,2417974,1492691,533057.0,409763,10.575692999707012,5.096662682880046,3.1463293305763003,10.634581116797795,5.126029804250087,3.1785495793694456
921,Arkansas,2010,474897.0,5069272,787738,3677112,604422,5520387,2521528,1595730,639753.0,595456,11.62438802519283,5.309631351640461,3.360160203159843,10.884437332410235,5.202362843694834,3.292999002796718
972,Arkansas,2011,475551.0,5176362,827026,3701224,648112,5669431,2559292,1655684,676591.0,605857,11.921814905236241,5.38174033910138,3.481611856562177,11.006339840344785,5.275526081367636,3.400112901148159
1023,Arkansas,2012,475671.0,5169926,666267,3823172,680487,5299969,2548056,1683928,277927.0,612420,11.142089805769114,5.356761290892234,3.5401107067700153,11.18336365125478,5.339252032064474,3.4893320390884086
1074,Arkansas,2013,477716.0,5067546,572096,3847045,648405,5226339,2545564,1694335,281692.0,533975,10.940263671302615,5.3286136533002875,3.5467411600197605,11.292647502369562,5.403662906067665,3.577316333100385
1125,Arkansas,2014,479881.0,5193218,552738,4006889,633591,5242672,2609867,1753929,282078.0,424314,10.924941808490022,5.438571229117219,3.6549248667898917,11.237357415232351,5.419334831805532,3.613509021423809
1176,Arkansas,2015,479682.0,5308625,581412,4075118,652095,5350543,2620399,1772639,290396.0,511556,11.154354343085627,5.46278367751969,3.69544614974087,11.100465917231572,5.426853730346362,3.639888454396135
1227,Arkansas,2016,479177.0,5401016,593656,4122377,684983,5434193,2658253,1802769,289916.0,518181,11.340679957510481,5.54753880090238,3.76221938866014,11.090059945097188,5.444376840209895,3.664832891302665
4,California,1992,,26260025,2072470,16546514,7641041,27138832,14358922,8520926,,2044688,,,,5.581433355293577,3.015243377965048,1.6668467854608247
55,California,1993,5129788.0,28043338,2151157,17064146,8828035,28110986,15281147,8914559,1608514.0,1944760,5.479950828377313,2.97890419643073,1.737802614844902,5.631079342094066,3.034291221458221,1.6723764600070614
106,California,1994,4120498.0,23440845,2095878,13175550,8169417,23012688,12443864,6754346,1615630.0,1916061,5.584928812002821,3.0199903021430905,1.6392062318680898,5.7151305722821455,3.076502571057463,1.696753714792224
157,California,1995,5299405.0,29512214,2612241,15541486,11358487,30097549,16146416,8603751,2181053.0,2669270,5.679420425500599,3.0468356353213237,1.6235315096694818,5.87098947307166,3.1482096097839034,1.7322966003319091
208,California,1996,5460484.0,31282981,2603882,17061474,11617625,31561692,16880730,9222569,2362407.0,2580639,5.78001730249553,3.0914347519377405,1.6889654836457721,6.031302830981724,3.214938225723963,1.767151420399715
259,California,1997,5595836.0,35614934,2850766,20560730,12203438,33862281,18160435,10040400,1792979.0,3088674,6.051335493034464,3.24534796945443,1.7942627339328743,6.350298399463996,3.354716870768033,1.8177154396604753
310,California,1998,5727224.0,39183018,3149260,22840500,13193258,38087666,20083913,10939061,1862674.0,4335730,6.6502839770192335,3.506744803416105,1.9100110280303337,6.783274574782011,3.5528933426285283,1.917410399278316
361,California,1999,5839207.0,41393435,3599923,23695095,14098417,40834643,21110543,11539910,1954362.0,4738866,6.993182978442107,3.615309921364322,1.9762803408065512,7.286321757270257,3.783232101413032,2.047887662699449
412,California,2000,5941946.0,46628207,4024940,26877920,15725347,45829753,23514388,12429070,2269603.0,5849441,7.7129198077532175,3.9573547117392183,2.0917507496702257,7.83145966494399,4.019835963675636,2.197337575861075
463,California,2001,6045030.0,53288943,4280358,31374889,17633696,52082540,26641811,14127664,2570224.0,6755895,8.61576203922892,4.407225605166558,2.3370709491929733,8.391074935092544,4.229639431573278,2.335155730064028
514,California,2002,6136915.0,54727056,5084409,31005317,18637330,56464225,28593157,15568570,2882414.0,6998522,9.200750702918324,4.659206946812853,2.536872353617412,8.940407877025978,4.4324368255271684,2.471056486530847
565,California,2003,6226552.0,59815855,5795655,33617766,20402434,59749885,29561563,17030335,2995767.0,7341541,9.595982656211657,4.7476617877759635,2.7351148757771555,9.500705060255873,4.650845579387157,2.621644414391098
616,California,2004,6284502.0,60162326,6634068,31756690,21771568,62647953,29624968,17338877,3048006.0,9242549,9.968642384074347,4.713972244737929,2.758989813353548,10.062287086541076,4.873432433376131,2.792037274227212
667,California,2005,6307022.0,62171797,7148863,34912166,20110768,66196072,31070450,18046385,3132465.0,10223657,10.495614570553267,4.926326561093334,2.861316323298064,10.580395840049507,5.077958548119037,2.9674464456250265
718,California,2006,6295994.0,66302860,7421482,37439651,21441727,68722432,32387671,19079354,3259244.0,10047331,10.915263261051392,5.144171198384242,3.030395835828306,10.979285505166185,5.22855166244515,3.1021518257294503
769,California,2007,6288686.0,72516936,7200298,42333637,22983001,73225422,34685013,20655194,3467540.0,10058842,11.643993991749628,5.515462689662037,3.284500768523027,11.24592204470168,5.34707524740283,3.187417610475559
820,California,2008,6258421.0,74626928,7227456,43187637,24211835,76618865,36542347,22310865,3692956.0,9388155,12.242523313787935,5.838908408366903,3.5649351489776735,11.430548738217842,5.4619197523167475,3.26003977616445
871,California,2009,6234155.0,73958896,9745250,40084244,24129402,74766086,35617964,21693675,3759373.0,8881265,11.992978358735066,5.713358747095637,3.479810014348376,11.547708524586962,5.546092337318468,3.320952792090599
922,California,2010,6213958.0,67356719,9715980,34173911,23466828,71227111,34657275,20704755,3556156.0,7150441,11.46243843296012,5.577326882479734,3.3319753689999194,11.592741033920936,5.598002917439869,3.36192248915233
973,California,2011,6202604.0,70953331,9990221,37752712,23210398,69847705,34225248,20266047,3486160.0,6523770,11.261029238687494,5.517883779135344,3.267344973175782,11.593351856785661,5.625713031688933,3.3883057022027265
1024,California,2012,6203034.0,69016392,8793325,36413273,23809794,70191877,34213049,20393761,3488344.0,6736656,11.315733075137102,5.515534656105383,3.2877074347811086,11.642395623924198,5.685270474225141,3.418239796844129
1075,California,2013,6208733.0,68868516,7836263,35141208,25891045,69727119,34194878,20595508,3461759.0,6160059,11.230490826389216,5.50754525923405,3.317183715260424,11.889629271565768,5.8476618048225015,3.5198945271368567
1126,California,2014,6224685.0,72389126,7415061,38410554,26563511,72506810,35539425,21594573,3581789.0,6124103,11.648269751802701,5.709433489405488,3.469183259875801,11.960827744666709,5.892717625212963,3.551214386826347
1177,California,2015,6226523.0,78248042,7556365,42360470,28331207,78365958,38951948,23501848,3754315.0,6373893,12.585829683757693,6.25581050612035,3.7744738114674914,12.100787445862553,5.9676843944284865,3.607988269556459
1228,California,2016,6217031.0,89217262,7709079,50904567,30603616,85320133,42587272,26058021,3995951.0,6786142,13.723613892226048,6.850098061277159,4.191393126397472,12.297051038543916,6.080721829009263,3.688058478250297
5,Colorado,1992,,3185173,163253,1307986,1713934,3264826,1642466,1035970,,364760,,,,5.721681195799228,2.89272241702109,1.7940059348275135
56,Colorado,1993,539538.0,3058326,147793,1242337,1668196,3028305,1537714,954032,92163.0,318959,5.6127742624245185,2.8500569005334193,1.7682387524141023,5.845056656664818,2.952037515693622,1.7754263336271663
107,Colorado,1994,549570.0,3061865,165539,1269532,1626794,3113755,1574164,977343,95796.0,328219,5.665802354568117,2.8643557690558072,1.7783776407009115,5.983798427315994,3.0124240550802535,1.7787255672392124
158,Colorado,1995,639805.0,3709875,201341,1577988,1930546,3766191,1896225,1174299,115636.0,449501,5.886466970405046,2.963754581474043,1.835401411367526,6.137288362487865,3.057593651588188,1.8393771494190438
209,Colorado,1996,655679.0,3891203,194998,1664676,2031529,4075165,2052264,1127563,143767.0,588209,6.21518303926159,3.1299828117112183,1.7196875300261256,6.291503583820023,3.112102675360315,1.8967299797970127
260,Colorado,1997,672634.0,4133275,205038,1784304,2143933,4398196,2188731,1205308,154175.0,678631,6.5387655099207,3.2539702126267778,1.791922501687396,6.589059915394783,3.2177435584758878,1.9821750134814686
311,Colorado,1998,686360.0,4359021,215071,1879850,2264100,4739136,2253623,1470619,158788.0,622534,6.904738038347223,3.283441634127863,2.1426350603182005,6.910356525180515,3.343341123388185,2.0923031839001673
362,Colorado,1999,698402.0,4740254,234939,2004039,2501276,5040224,2401914,1565012,179582.0,628011,7.2167949118129675,3.4391568179930756,2.240846962064828,7.271371764227654,3.4910158216367018,2.2092085263903654
413,Colorado,2000,707436.0,5073266,266207,2083318,2723741,5444193,2539372,1674044,191201.0,782711,7.695668583447831,3.589543082342431,2.3663539882052933,7.655048840945994,3.6466028813448284,2.372445241259722
464,Colorado,2001,723696.0,5372784,292518,2222723,2857543,5727966,2709184,1844900,209212.0,672080,7.914878623068249,3.7435387234418873,2.5492748336318014,8.018573152834474,3.7923621448219604,2.5302203081006205
515,Colorado,2002,741319.0,5849588,338856,2460333,3050399,6237142,2963406,1967267,225545.0,779315,8.413573643735019,3.9974774692136585,2.653738808798911,8.391768813505085,3.9542393653648453,2.661565052102201
566,Colorado,2003,751049.0,6297242,400219,2715219,3181804,6685029,3168745,2149761,236480.0,821129,8.900922576289963,4.219092229668104,2.8623445341116227,8.792103269254547,4.116447439395748,2.8033088700068602
617,Colorado,2004,756319.0,6527456,435102,2834744,3257610,6869975,3232723,2190563,245429.0,859189,9.083435693140064,4.274285056966703,2.8963479695736853,9.146067324967897,4.28743315828405,2.914161007442541
668,Colorado,2005,765388.0,6910296,472246,2954915,3483135,7284280,3380399,2343655,260280.0,918985,9.51710766304149,4.416582177928057,3.062048268329266,9.6082630914559,4.50955184450982,3.045835474714427
719,Colorado,2006,778842.0,7295561,520673,3087795,3687093,7803324,3562901,2518038,298896.0,1024225,10.01913610205921,4.574613336209398,3.233053687397444,9.933727580756125,4.661207065946344,3.1432092050312206
770,Colorado,2007,790211.0,7689014,529854,3307016,3852144,8039146,3782300,2483095,286754.0,1083411,10.17341697344127,4.786443114560542,3.1423189502550586,10.205322865411556,4.791091717998925,3.220260901378761
821,Colorado,2008,796824.0,8070129,543952,3398303,4127874,8884786,4221868,2765773,314078.0,1157579,11.150248988484282,5.298369527022278,3.470996104535004,10.392410671858926,4.899954691511196,3.286483127076328
872,Colorado,2009,812068.0,8310673,560538,3634018,4116117,8682489,4108304,2708535,330128.0,1035058,10.6918250688366,5.059064019269322,3.335354921016467,10.46839920884679,4.976370899701403,3.3152038080853403
923,Colorado,2010,825242.0,8793676,714230,3817875,4261571,8914338,4232076,2807231,330789.0,1011988,10.802089568877978,5.1282847940361735,3.4017064085444026,10.497305742973305,5.043449004250928,3.3189274924059187
974,Colorado,2011,834832.0,8747471,969288,3493923,4284260,8676451,4204486,2804955,338267.0,827354,10.393050338271653,5.0363258715526,3.359903549456657,10.577262963093451,5.097800969637821,3.365840188445947
1025,Colorado,2012,843120.0,8616009,705634,3702427,4207948,8472536,4174705,2751179,353940.0,697434,10.049027421956543,4.951495635259512,3.263093035392352,10.549602209891054,5.090769522165715,3.389203613088939
1076,Colorado,2013,851063.0,8826868,696266,3693829,4436773,8699125,4292898,2773716,365228.0,758041,10.221481840944795,5.044160068056066,3.259119477641491,10.624620528898378,5.144531934702733,3.4533861923661813
1127,Colorado,2014,865231.0,9162406,681230,3961719,4519457,9286626,4470568,3002964,373620.0,932776,10.733117514282313,5.166906872268793,3.4707078225352537,10.595042355568445,5.147239791480492,3.461999489669811
1178,Colorado,2015,872320.0,9648297,715254,4354525,4578518,9557682,4578938,3170482,397263.0,923360,10.956623716067497,5.249149394717535,3.63454007703595,10.635440759027803,5.16942257546607,3.4824186777124417
1229,Colorado,2016,880678.0,10123271,713914,4365019,5044338,9878524,4786838,3333043,399899.0,880204,11.216953301887864,5.435400907028448,3.78463297595716,10.782044093295617,5.22390431051771,3.537250088292464
6,Connecticut,1992,,3834302,143542,1342539,2348221,3721338,2148041,1142600,,48542,,,,8.649885742691653,5.084724313802648,2.5383553274342474
57,Connecticut,1993,471918.0,4064158,149204,1433539,2481415,4079943,2302852,1190914,143312.0,186802,8.645448997495327,4.8797714857242145,2.5235612966659464,8.757371191065838,5.164861723192487,2.5520658663428697
108,Connecticut,1994,479522.0,4268860,142392,1537064,2589404,4132350,2431273,1221662,150749.0,53083,8.617644237386397,5.070201158653826,2.547666217608368,8.834367843175963,5.198806781347794,2.58051036028313
159,Connecticut,1995,489513.0,4420632,147466,1622686,2650480,4252186,2596475,1245242,137005.0,91833,8.686563993193236,5.304200297029905,2.543838468028428,8.918456767340574,5.252672123021147,2.617760133482244
210,Connecticut,1996,499815.0,4686025,162218,1703171,2820636,4538234,2701637,1296119,149792.0,149327,9.07982753618839,5.405273951362004,2.5931974830687357,9.085368789361866,5.327097160820025,2.663659285871183
261,Connecticut,1997,507838.0,4788489,158453,1719703,2910333,4642835,2709106,1368262,164857.0,194220,9.14235445161646,5.3345870139690215,2.6942883360441714,9.36012770336211,5.4890004921278415,2.743519537923984
312,Connecticut,1998,515141.0,5024673,189689,1828216,3006768,4810851,2844608,1444460,162325.0,144785,9.33890138816363,5.521998831387911,2.804008999477813,9.720383462638978,5.657685570212294,2.844260294908344
363,Connecticut,1999,522415.0,5460213,208565,2074271,3177377,5269517,3016240,1535406,179789.0,300611,10.086840921489621,5.773647387613296,2.939054200204818,10.180589202244025,5.837873264891144,2.9660826928024746
414,Connecticut,2000,530363.0,5884078,234321,2298931,3350826,5605280,3189123,1634888,180639.0,369278,10.568761395497047,6.013094804878922,3.082583061035555,10.642094124423576,6.035009333487735,3.103955114442681
465,Connecticut,2001,537521.0,6331569,256685,2389572,3685312,5987680,3360042,1748476,231240.0,385785,11.139434552324467,6.250996705245004,3.2528515164988905,11.1684827553499,6.280538075140247,3.2476464379585415
516,Connecticut,2002,543829.0,6644334,288620,2490036,3865678,6475918,3570517,1847167,241930.0,542302,11.908004170428573,6.565514159781843,3.3965952532873387,11.761152989848474,6.571901981308076,3.415938679233849
567,Connecticut,2003,548466.0,6959891,351001,2481901,4126989,6751815,3721466,1951609,252325.0,539870,12.31036199144523,6.7852264315381445,3.5583044345501817,12.394425080249151,6.892265898888394,3.608032398638465
618,Connecticut,2004,552505.0,7276945,358769,2520724,4397452,7087023,3896977,2044339,267004.0,587992,12.827074868100741,7.053288205536601,3.7001276006551977,13.143718293020061,7.232482446292772,3.8188264467701205
669,Connecticut,2005,552512.0,7898694,401558,2886076,4611060,7452057,4177845,2200133,277388.0,496778,13.487593029653654,7.561546174562724,3.9820546884049577,13.926272962727596,7.619712961221227,4.0546457690759015
720,Connecticut,2006,549744.0,8436197,388080,3148507,4899610,7982143,4406855,2354944,290868.0,603391,14.519745554294362,8.016194810675515,4.2837102360371375,14.694975989708558,8.020784155164572,4.31255927584186
771,Connecticut,2007,549230.0,8913149,386553,3299175,5227421,8685421,4610572,2503468,311943.0,913165,15.813813884893396,8.394610636709576,4.55814139795714,15.485265125026192,8.451940770297972,4.543764209168755
822,Connecticut,2008,544417.0,9322225,386592,3520752,5414881,9046750,4878853,2669596,313708.0,826090,16.617317240277213,8.961610309744184,4.903586772639356,16.19644626105162,8.889774640520717,4.7816925404440545
873,Connecticut,2009,539250.0,9681268,403017,3606594,5671657,9323053,5054397,2805173,330685.0,763075,17.288925359295316,9.373012517385257,5.2019898006490495,16.946955340663028,9.309520809349,5.014576867255329
924,Connecticut,2010,534800.0,9726922,818573,3238401,5669948,9542108,5242817,2768520,331600.0,823081,17.84238593866866,9.803322737471952,5.176738967838444,17.565037224501655,9.698887201755754,5.221071953518611
975,Connecticut,2011,530132.0,9783168,796156,3185501,5801511,9439182,5363942,2844490,333756.0,516116,17.805342820278725,10.118125297095817,5.365625919582293,18.15743429918995,10.145851151787033,5.444371032181769
1026,Connecticut,2012,522451.0,10070907,509564,3735476,5825867,9791336,5485615,2932123,345177.0,637389,18.74115658693351,10.499769356360693,5.612244976083882,18.763738826304973,10.563478275836257,5.65801957517786
1077,Connecticut,2013,517812.0,10319361,434543,3870444,6014374,9758850,5562212,2966636,359881.0,487318,18.846318741164747,10.741759557522807,5.729175839880111,19.39029190275667,10.972139694232007,5.86073881462378
1128,Connecticut,2014,511082.0,10743919,420593,4141590,6181736,10201500,5889381,3128453,343615.0,447290,19.96059340771148,11.523358286928516,6.1212349485992466,19.64827623010467,11.166942520358683,5.974738789088003
1179,Connecticut,2015,505366.0,11099837,444073,4353546,6302218,10542667,6006275,3233901,362941.0,530491,20.861448930082357,11.88500017808875,6.399126573611996,20.01686291206986,11.376705965011258,6.096561362989145
1230,Connecticut,2016,499494.0,11419673,468595,4411204,6539874,10826431,6110631,3307162,380996.0,620905,21.67479689445719,12.233642446155509,6.621024476770492,20.335789493353946,11.595940117173898,6.2176404597154615
7,Delaware,1992,,645233,45945,420942,178346,638784,372722,194915,,30595,,,,6.9818999095913545,3.9365150651554845,2.1007934885045345
58,Delaware,1993,104355.0,683954,44497,443250,196207,694534,394680,207850,26548.0,47372,6.6554932681711465,3.7820899813137845,1.9917588999089646,7.134641802773724,3.9837731568155537,2.142444029812723
109,Delaware,1994,103782.0,705798,50572,447430,207796,732323,413915,217782,30320.0,50805,7.056358520745409,3.9883120386964985,2.0984563797190265,7.321629719601174,4.06968894134432,2.1959253812269304
